#Points_Magnitude  strain_rate_tensor_Magnitude  velocity_Magnitude
1.313  8.98649e-09  1.59005e-09
1.314  8.98649e-09  1.59743e-09
1.315  8.98649e-09  1.60482e-09
1.316  8.98649e-09  1.6122e-09
1.317  8.98649e-09  1.61958e-09
1.318  8.98649e-09  1.62696e-09
1.319  8.98649e-09  1.63435e-09
1.32  8.98649e-09  1.64173e-09
1.321  8.98649e-09  1.64911e-09
1.322  8.98649e-09  1.6565e-09
1.323  8.98649e-09  1.66388e-09
1.324  8.98649e-09  1.67126e-09
1.325  8.98649e-09  1.67865e-09
1.326  8.98649e-09  1.68603e-09
1.327  8.98649e-09  1.69341e-09
1.328  8.98649e-09  1.70079e-09
1.329  8.98557e-09  1.70818e-09
1.33  8.98557e-09  1.71556e-09
1.331  8.98557e-09  1.72294e-09
1.332  8.98557e-09  1.73033e-09
1.333  8.98557e-09  1.73771e-09
1.334  8.98557e-09  1.74509e-09
1.335  8.98557e-09  1.75248e-09
1.336  8.98557e-09  1.75986e-09
1.337  8.98557e-09  1.76724e-09
1.338  8.98557e-09  1.77463e-09
1.339  8.98557e-09  1.78201e-09
1.34  8.98557e-09  1.78939e-09
1.341  8.98557e-09  1.79678e-09
1.342  8.98557e-09  1.80416e-09
1.343  8.98557e-09  1.81154e-09
1.344  9.42106e-09  1.81902e-09
1.345  9.42106e-09  1.8268e-09
1.346  9.42106e-09  1.83457e-09
1.347  9.42106e-09  1.84234e-09
1.348  9.42106e-09  1.85012e-09
1.349  9.42106e-09  1.85789e-09
1.35  9.42106e-09  1.86566e-09
1.351  9.42106e-09  1.87343e-09
1.352  9.42106e-09  1.88121e-09
1.353  9.42106e-09  1.88898e-09
1.354  9.42106e-09  1.89675e-09
1.355  9.42106e-09  1.90453e-09
1.356  9.42106e-09  1.9123e-09
1.357  9.42106e-09  1.92007e-09
1.358  9.42106e-09  1.92785e-09
1.359  9.42106e-09  1.93562e-09
1.36  9.42528e-09  1.94339e-09
1.361  9.42528e-09  1.95116e-09
1.362  9.42528e-09  1.95894e-09
1.363  9.42528e-09  1.96671e-09
1.364  9.42528e-09  1.97448e-09
1.365  9.42528e-09  1.98226e-09
1.366  9.42528e-09  1.99003e-09
1.367  9.42528e-09  1.9978e-09
1.368  9.42528e-09  2.00558e-09
1.369  9.42528e-09  2.01335e-09
1.37  9.42528e-09  2.02112e-09
1.371  9.42528e-09  2.0289e-09
1.372  9.42528e-09  2.03667e-09
1.373  9.42528e-09  2.04444e-09
1.374  9.42528e-09  2.05221e-09
1.375  9.42528e-09  2.05999e-09
1.376  9.93637e-09  2.06821e-09
1.377  9.93637e-09  2.07643e-09
1.378  9.93637e-09  2.08466e-09
1.379  9.93637e-09  2.09288e-09
1.38  9.93637e-09  2.1011e-09
1.381  9.93637e-09  2.10932e-09
1.382  9.93637e-09  2.11755e-09
1.383  9.93637e-09  2.12577e-09
1.384  9.93637e-09  2.13399e-09
1.385  9.93637e-09  2.14222e-09
1.386  9.93637e-09  2.15044e-09
1.387  9.93637e-09  2.15866e-09
1.388  9.93637e-09  2.16688e-09
1.389  9.93637e-09  2.17511e-09
1.39  9.93637e-09  2.18333e-09
1.391  9.93741e-09  2.19155e-09
1.392  9.93741e-09  2.19978e-09
1.393  9.93741e-09  2.208e-09
1.394  9.93741e-09  2.21622e-09
1.395  9.93741e-09  2.22444e-09
1.396  9.93741e-09  2.23267e-09
1.397  9.93741e-09  2.24089e-09
1.398  9.93741e-09  2.24911e-09
1.399  9.93741e-09  2.25734e-09
1.4  9.93741e-09  2.26556e-09
1.401  9.93741e-09  2.27378e-09
1.402  9.93741e-09  2.282e-09
1.403  9.93741e-09  2.29023e-09
1.404  9.93741e-09  2.29845e-09
1.405  9.93741e-09  2.30667e-09
1.406  9.93741e-09  2.3149e-09
1.407  1.052e-08  2.3235e-09
1.408  1.052e-08  2.33224e-09
1.409  1.052e-08  2.34098e-09
1.41  1.052e-08  2.34972e-09
1.411  1.052e-08  2.35846e-09
1.412  1.052e-08  2.3672e-09
1.413  1.052e-08  2.37594e-09
1.414  1.052e-08  2.38467e-09
1.415  1.052e-08  2.39341e-09
1.416  1.052e-08  2.40215e-09
1.417  1.052e-08  2.41089e-09
1.418  1.052e-08  2.41963e-09
1.419  1.052e-08  2.42837e-09
1.42  1.052e-08  2.4371e-09
1.421  1.052e-08  2.44584e-09
1.422  1.05059e-08  2.45458e-09
1.423  1.05059e-08  2.46332e-09
1.424  1.05059e-08  2.47206e-09
1.425  1.05059e-08  2.4808e-09
1.426  1.05059e-08  2.48953e-09
1.427  1.05059e-08  2.49827e-09
1.428  1.05059e-08  2.50701e-09
1.429  1.05059e-08  2.51575e-09
1.43  1.05059e-08  2.52449e-09
1.431  1.05059e-08  2.53323e-09
1.432  1.05059e-08  2.54196e-09
1.433  1.05059e-08  2.5507e-09
1.434  1.05059e-08  2.55944e-09
1.435  1.05059e-08  2.56818e-09
1.436  1.05059e-08  2.57692e-09
1.437  1.05059e-08  2.58566e-09
1.438  1.1167e-08  2.59463e-09
1.439  1.1167e-08  2.60384e-09
1.44  1.1167e-08  2.61306e-09
1.441  1.1167e-08  2.62227e-09
1.442  1.1167e-08  2.63148e-09
1.443  1.1167e-08  2.64069e-09
1.444  1.1167e-08  2.6499e-09
1.445  1.1167e-08  2.65912e-09
1.446  1.1167e-08  2.66833e-09
1.447  1.1167e-08  2.67754e-09
1.448  1.1167e-08  2.68675e-09
1.449  1.1167e-08  2.69597e-09
1.45  1.1167e-08  2.70518e-09
1.451  1.1167e-08  2.71439e-09
1.452  1.1167e-08  2.7236e-09
1.453  1.1167e-08  2.73281e-09
1.454  1.11633e-08  2.74203e-09
1.455  1.11633e-08  2.75124e-09
1.456  1.11633e-08  2.76045e-09
1.457  1.11633e-08  2.76966e-09
1.458  1.11633e-08  2.77888e-09
1.459  1.11633e-08  2.78809e-09
1.46  1.11633e-08  2.7973e-09
1.461  1.11633e-08  2.80651e-09
1.462  1.11633e-08  2.81573e-09
1.463  1.11633e-08  2.82494e-09
1.464  1.11633e-08  2.83415e-09
1.465  1.11633e-08  2.84336e-09
1.466  1.11633e-08  2.85257e-09
1.467  1.11633e-08  2.86179e-09
1.468  1.11633e-08  2.871e-09
1.469  1.19159e-08  2.88038e-09
1.47  1.19159e-08  2.89028e-09
1.471  1.19159e-08  2.90017e-09
1.472  1.19159e-08  2.91007e-09
1.473  1.19159e-08  2.91997e-09
1.474  1.19159e-08  2.92986e-09
1.475  1.19159e-08  2.93976e-09
1.476  1.19159e-08  2.94966e-09
1.477  1.19159e-08  2.95955e-09
1.478  1.19159e-08  2.96945e-09
1.479  1.19159e-08  2.97935e-09
1.48  1.19159e-08  2.98924e-09
1.481  1.19159e-08  2.99914e-09
1.482  1.19159e-08  3.00903e-09
1.483  1.19159e-08  3.01893e-09
1.484  1.19159e-08  3.02883e-09
1.485  1.19159e-08  3.03872e-09
1.486  1.19159e-08  3.04862e-09
1.487  1.19159e-08  3.05852e-09
1.488  1.19159e-08  3.06841e-09
1.489  1.19159e-08  3.07831e-09
1.49  1.19159e-08  3.08821e-09
1.491  1.19159e-08  3.0981e-09
1.492  1.19159e-08  3.108e-09
1.493  1.19159e-08  3.1179e-09
1.494  1.19159e-08  3.12779e-09
1.495  1.19159e-08  3.13769e-09
1.496  1.19159e-08  3.14758e-09
1.497  1.19159e-08  3.15748e-09
1.498  1.19159e-08  3.16738e-09
1.499  1.19159e-08  3.17727e-09
1.5  1.28839e-08  3.18717e-09
1.501  1.28839e-08  3.19794e-09
1.502  1.28839e-08  3.20871e-09
1.503  1.28839e-08  3.21949e-09
1.504  1.28839e-08  3.23026e-09
1.505  1.28839e-08  3.24103e-09
1.506  1.28839e-08  3.25181e-09
1.507  1.28839e-08  3.26258e-09
1.508  1.28839e-08  3.27335e-09
1.509  1.28839e-08  3.28412e-09
1.51  1.28839e-08  3.2949e-09
1.511  1.28839e-08  3.30567e-09
1.512  1.28839e-08  3.31644e-09
1.513  1.28839e-08  3.32722e-09
1.514  1.28839e-08  3.33799e-09
1.515  1.28839e-08  3.34876e-09
1.516  1.28839e-08  3.35954e-09
1.517  1.28839e-08  3.37031e-09
1.518  1.28839e-08  3.38108e-09
1.519  1.28839e-08  3.39185e-09
1.52  1.28839e-08  3.40263e-09
1.521  1.28839e-08  3.4134e-09
1.522  1.28839e-08  3.42417e-09
1.523  1.28839e-08  3.43494e-09
1.524  1.28839e-08  3.44572e-09
1.525  1.28839e-08  3.45649e-09
1.526  1.28839e-08  3.46726e-09
1.527  1.28839e-08  3.47804e-09
1.528  1.28839e-08  3.48881e-09
1.529  1.28839e-08  3.49958e-09
1.53  1.28839e-08  3.51035e-09
1.531  1.28839e-08  3.52113e-09
1.532  1.39889e-08  3.53259e-09
1.533  1.39889e-08  3.54429e-09
1.534  1.39889e-08  3.55599e-09
1.535  1.39889e-08  3.56769e-09
1.536  1.39889e-08  3.57939e-09
1.537  1.39889e-08  3.59109e-09
1.538  1.39889e-08  3.60279e-09
1.539  1.39889e-08  3.61449e-09
1.54  1.39889e-08  3.62619e-09
1.541  1.39889e-08  3.63789e-09
1.542  1.39889e-08  3.64958e-09
1.543  1.39889e-08  3.66128e-09
1.544  1.39889e-08  3.67298e-09
1.545  1.39889e-08  3.68468e-09
1.546  1.39889e-08  3.69638e-09
1.547  1.40038e-08  3.70808e-09
1.548  1.40038e-08  3.71978e-09
1.549  1.40038e-08  3.73148e-09
1.55  1.40038e-08  3.74317e-09
1.551  1.40038e-08  3.75487e-09
1.552  1.40038e-08  3.76657e-09
1.553  1.40038e-08  3.77827e-09
1.554  1.40038e-08  3.78997e-09
1.555  1.40038e-08  3.80167e-09
1.556  1.40038e-08  3.81337e-09
1.557  1.40038e-08  3.82507e-09
1.558  1.40038e-08  3.83677e-09
1.559  1.40038e-08  3.84847e-09
1.56  1.40038e-08  3.86016e-09
1.561  1.40038e-08  3.87186e-09
1.562  1.40038e-08  3.88356e-09
1.563  1.53166e-08  3.89584e-09
1.564  1.53166e-08  3.90871e-09
1.565  1.53166e-08  3.92158e-09
1.566  1.53166e-08  3.93445e-09
1.567  1.53166e-08  3.94731e-09
1.568  1.53166e-08  3.96018e-09
1.569  1.53166e-08  3.97305e-09
1.57  1.53166e-08  3.98591e-09
1.571  1.53166e-08  3.99878e-09
1.572  1.53166e-08  4.01165e-09
1.573  1.53166e-08  4.02451e-09
1.574  1.53166e-08  4.03738e-09
1.575  1.53166e-08  4.05025e-09
1.576  1.53166e-08  4.06312e-09
1.577  1.53166e-08  4.07598e-09
1.578  1.53166e-08  4.08885e-09
1.579  1.53486e-08  4.10172e-09
1.58  1.53486e-08  4.11459e-09
1.581  1.53486e-08  4.12745e-09
1.582  1.53486e-08  4.14032e-09
1.583  1.53486e-08  4.15318e-09
1.584  1.53486e-08  4.16605e-09
1.585  1.53486e-08  4.17892e-09
1.586  1.53486e-08  4.19179e-09
1.587  1.53486e-08  4.20465e-09
1.588  1.53486e-08  4.21752e-09
1.589  1.53486e-08  4.23039e-09
1.59  1.53486e-08  4.24326e-09
1.591  1.53486e-08  4.25612e-09
1.592  1.53486e-08  4.26899e-09
1.593  1.53486e-08  4.28186e-09
1.594  1.70167e-08  4.29512e-09
1.595  1.70167e-08  4.3096e-09
1.596  1.70167e-08  4.32407e-09
1.597  1.70167e-08  4.33854e-09
1.598  1.70167e-08  4.35301e-09
1.599  1.70167e-08  4.36748e-09
1.6  1.70167e-08  4.38195e-09
1.601  1.70167e-08  4.39643e-09
1.602  1.70167e-08  4.4109e-09
1.603  1.70167e-08  4.42537e-09
1.604  1.70167e-08  4.43984e-09
1.605  1.70167e-08  4.45431e-09
1.606  1.70167e-08  4.46878e-09
1.607  1.70167e-08  4.48326e-09
1.608  1.70167e-08  4.49773e-09
1.609  1.70167e-08  4.5122e-09
1.61  1.70256e-08  4.52667e-09
1.611  1.70256e-08  4.54114e-09
1.612  1.70256e-08  4.55562e-09
1.613  1.70256e-08  4.57009e-09
1.614  1.70256e-08  4.58456e-09
1.615  1.70256e-08  4.59903e-09
1.616  1.70256e-08  4.6135e-09
1.617  1.70256e-08  4.62797e-09
1.618  1.70256e-08  4.64245e-09
1.619  1.70256e-08  4.65692e-09
1.62  1.70256e-08  4.67139e-09
1.621  1.70256e-08  4.68586e-09
1.622  1.70256e-08  4.70033e-09
1.623  1.70256e-08  4.71481e-09
1.624  1.70256e-08  4.72928e-09
1.625  1.70256e-08  4.74375e-09
1.626  1.91718e-08  4.76016e-09
1.627  1.91718e-08  4.77657e-09
1.628  1.91718e-08  4.79298e-09
1.629  1.91718e-08  4.80938e-09
1.63  1.91718e-08  4.8258e-09
1.631  1.91718e-08  4.84221e-09
1.632  1.91718e-08  4.85861e-09
1.633  1.91718e-08  4.87502e-09
1.634  1.91718e-08  4.89143e-09
1.635  1.91718e-08  4.90784e-09
1.636  1.91718e-08  4.92425e-09
1.637  1.91718e-08  4.94066e-09
1.638  1.91718e-08  4.95707e-09
1.639  1.91718e-08  4.97348e-09
1.64  1.91718e-08  4.98989e-09
1.641  1.917e-08  5.0063e-09
1.642  1.917e-08  5.02271e-09
1.643  1.917e-08  5.03912e-09
1.644  1.917e-08  5.05553e-09
1.645  1.917e-08  5.07194e-09
1.646  1.917e-08  5.08835e-09
1.647  1.917e-08  5.10475e-09
1.648  1.917e-08  5.12116e-09
1.649  1.917e-08  5.13757e-09
1.65  1.917e-08  5.15398e-09
1.651  1.917e-08  5.17039e-09
1.652  1.917e-08  5.1868e-09
1.653  1.917e-08  5.20321e-09
1.654  1.917e-08  5.21962e-09
1.655  1.917e-08  5.23603e-09
1.656  1.917e-08  5.25244e-09
1.657  2.18944e-08  5.27078e-09
1.658  2.18944e-08  5.28976e-09
1.659  2.18944e-08  5.30874e-09
1.66  2.18944e-08  5.32772e-09
1.661  2.18944e-08  5.3467e-09
1.662  2.18944e-08  5.36568e-09
1.663  2.18944e-08  5.38466e-09
1.664  2.18944e-08  5.40364e-09
1.665  2.18944e-08  5.42262e-09
1.666  2.18944e-08  5.4416e-09
1.667  2.18944e-08  5.46058e-09
1.668  2.18944e-08  5.47956e-09
1.669  2.18944e-08  5.49854e-09
1.67  2.18944e-08  5.51752e-09
1.671  2.18944e-08  5.5365e-09
1.672  2.18964e-08  5.55548e-09
1.673  2.18964e-08  5.57446e-09
1.674  2.18964e-08  5.59345e-09
1.675  2.18964e-08  5.61242e-09
1.676  2.18964e-08  5.63141e-09
1.677  2.18964e-08  5.65039e-09
1.678  2.18964e-08  5.66937e-09
1.679  2.18964e-08  5.68835e-09
1.68  2.18964e-08  5.70733e-09
1.681  2.18964e-08  5.72631e-09
1.682  2.18964e-08  5.74529e-09
1.683  2.18964e-08  5.76427e-09
1.684  2.18964e-08  5.78325e-09
1.685  2.18964e-08  5.80223e-09
1.686  2.18964e-08  5.82121e-09
1.687  2.18964e-08  5.84019e-09
1.688  2.54364e-08  5.86085e-09
1.689  2.54364e-08  5.88318e-09
1.69  2.54364e-08  5.90551e-09
1.691  2.54364e-08  5.92783e-09
1.692  2.54364e-08  5.95016e-09
1.693  2.54364e-08  5.97249e-09
1.694  2.54364e-08  5.99482e-09
1.695  2.54364e-08  6.01715e-09
1.696  2.54364e-08  6.03948e-09
1.697  2.54364e-08  6.06181e-09
