 1024e17 32 0 256000 384000 -9.05389e-12 -0.0186682 -2.81956e+06 0
 1024e17 128 0 256000 384000 -3.62155e-11 -0.0746726 -1.12783e+07 0
 2048e17 8 0 256000 384000 4.15341e-14 -0.00427283 -701760 0
 2048e17 32 0 256000 384000 1.66137e-13 -0.0170913 -2.80704e+06 0
 2048e17 128 0 256000 384000 6.64546e-13 -0.0683652 -1.12282e+07 0
 4096e17 8 0 256000 384000 -1.2654e-12 -0.003792 -701704 0
 4096e17 32 0 256000 384000 -5.06162e-12 -0.015168 -2.80681e+06 0
 4096e17 128 0 256000 384000 -2.02465e-11 -0.060672 -1.12273e+07 0
 8192e17 8 0 256000 384000 -9.36284e-13 -0.0032759 -707562 0
 8192e17 32 0 256000 384000 -3.74514e-12 -0.0131036 -2.83025e+06 0
 8192e17 128 0 256000 384000 -1.49805e-11 -0.0524144 -1.1321e+07 0
 16384e17 8 0 256000 384000 1.02332e-12 -0.00277626 -720212 0
 16384e17 32 0 256000 384000 4.09327e-12 -0.0111051 -2.88085e+06 0
 16384e17 128 0 256000 384000 1.63731e-11 -0.0444202 -1.15234e+07 0
 32768e17 8 0 256000 384000 -3.92825e-13 -0.00233319 -737816 0
 32768e17 32 0 256000 384000 -1.5713e-12 -0.00933278 -2.95127e+06 0
 32768e17 128 0 256000 384000 -6.2852e-12 -0.0373311 -1.18051e+07 0
 65536e17 8 0 256000 384000 2.85614e-13 -0.00197491 -756654 0
 65536e17 32 0 256000 384000 1.14246e-12 -0.00789963 -3.02662e+06 0
 65536e17 128 0 256000 384000 4.56983e-12 -0.0315985 -1.21065e+07 0
 131072e17 8 0 256000 384000 2.04598e-14 -0.00171406 -772575 0
 131072e17 32 0 256000 384000 8.1839e-14 -0.00685625 -3.0903e+06 0
 131072e17 128 0 256000 384000 3.27356e-13 -0.027425 -1.23612e+07 0
 262144e17 8 0 256000 384000 6.10847e-13 -0.00154361 -783684 0
 262144e17 32 0 256000 384000 2.44339e-12 -0.00617444 -3.13474e+06 0
 262144e17 128 0 256000 384000 9.77356e-12 -0.0246978 -1.25389e+07 0
 524288e17 8 0 256000 384000 4.30845e-13 -0.00144232 -790423 0
 524288e17 32 0 256000 384000 1.72338e-12 -0.00576926 -3.16169e+06 0
 524288e17 128 0 256000 384000 6.89352e-12 -0.023077 -1.26468e+07 0
 1048576e17 8 0 256000 384000 -1.08321e-13 -0.00138623 -794166 0
 1048576e17 32 0 256000 384000 -4.33286e-13 -0.00554493 -3.17666e+06 0
 1048576e17 128 0 256000 384000 -1.73314e-12 -0.0221797 -1.27067e+07 0
 2097152e17 8 0 256000 384000 -7.32641e-14 -0.00135657 -796143 0
 2097152e17 32 0 256000 384000 -2.93056e-13 -0.00542627 -3.18457e+06 0
 2097152e17 128 0 256000 384000 -1.17223e-12 -0.0217051 -1.27383e+07 0
 4194304e17 8 0 256000 384000 -5.12056e-14 -0.00134129 -797160 0
 4194304e17 32 0 256000 384000 -2.04822e-13 -0.00536516 -3.18864e+06 0
 4194304e17 128 0 256000 384000 -8.19289e-13 -0.0214606 -1.27546e+07 0
 8388608e17 8 0 256000 384000 -3.0514e-14 -0.00133353 -797676 0
 8388608e17 32 0 256000 384000 -1.22056e-13 -0.00533413 -3.1907e+06 0
 8388608e17 128 0 256000 384000 -4.88223e-13 -0.0213365 -1.27628e+07 0
 16777216e17 8 0 256000 384000 4.99108e-14 -0.00132962 -797935 0
 16777216e17 32 0 256000 384000 1.99643e-13 -0.0053185 -3.19174e+06 0
 16777216e17 128 0 256000 384000 7.98573e-13 -0.021274 -1.2767e+07 0
 33554432e17 8 0 256000 384000 1.65875e-13 -0.00132766 -798066 0
 33554432e17 32 0 256000 384000 6.63498e-13 -0.00531065 -3.19226e+06 0
 33554432e17 128 0 256000 384000 2.65399e-12 -0.0212426 -1.27691e+07 0
 67108864e17 8 0 256000 384000 -3.30526e-13 -0.00132668 -798131 0
 67108864e17 32 0 256000 384000 -1.3221e-12 -0.00530672 -3.19252e+06 0
 67108864e17 128 0 256000 384000 -5.28841e-12 -0.0212269 -1.27701e+07 0
 134217728e17 8 0 256000 384000 2.93622e-13 -0.00132619 -798163 0
 134217728e17 32 0 256000 384000 1.17449e-12 -0.00530475 -3.19265e+06 0
 134217728e17 128 0 256000 384000 4.69795e-12 -0.021219 -1.27706e+07 0
 268435456e17 8 0 256000 384000 4.03077e-13 -0.00132594 -798181 0
 268435456e17 32 0 256000 384000 1.61231e-12 -0.00530376 -3.19272e+06 0
 268435456e17 128 0 256000 384000 6.44923e-12 -0.0212151 -1.27709e+07 0
 
